,business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
182488,INJ-1LC57mpAsNspyb3CfA,St. Louis Bar & Grill,2050 Yonge St.,Toronto,ON,M4S 1Z9,43.7015589,-79.3976304,3.0,62,1,"{'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'loud'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'OutdoorSeating': 'True', 'HasTV': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsTakeOut': 'True', 'GoodForDancing': 'False', 'WiFi': ""'free'"", 'GoodForKids': 'True', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'RestaurantsTableService': 'True', 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True'}","Nightlife, Sports Bars, Bars, Restaurants, Chicken Wings, American (Traditional)","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-1:0'}"
182874,mrwpkN8k5Q-X7J5mGQ0NtQ,St. Louis Bar & Grill,376 Bloor Street W,Toronto,ON,M5S 1X2,43.6663,-79.406203,3.0,45,1,"{'NoiseLevel': ""u'loud'"", 'GoodForKids': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'HasTV': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'free'"", 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Pubs, Nightlife, Sports Bars, Bars, Restaurants, American (Traditional), Chicken Wings","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-1:0'}"
184482,GM3_MoAgPcyE1ozWxjy-XA,Kornerstones,1601 Birchmount Road,Toronto,ON,M1P 2H6,43.7632416,-79.2907857,3.0,19,1,"{'HasTV': 'True', 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'False', 'OutdoorSeating': 'True', 'GoodForDancing': 'True', 'GoodForKids': 'False', 'HappyHour': 'True', 'RestaurantsTakeOut': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': True, 'thursday': False, 'sunday': False, 'saturday': True}"", 'Music': ""{'dj': True, 'background_music': True, 'jukebox': True, 'live': True, 'video': True, 'karaoke': True}"", 'NoiseLevel': ""u'average'"", 'WiFi': ""u'free'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Smoking': ""u'no'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsReservations': 'True'}","Bars, Sports Bars, Restaurants, Canadian (New), Pubs, Nightlife","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
187114,pkPNWdjzIcXWiMJ2krStIQ,Wild Wing,1557 The Queensway,Toronto,ON,M8Z 1T8,43.6174652414,-79.5385245234,2.5,20,1,"{'Caters': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}"", 'CoatCheck': 'False', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2', 'RestaurantsReservations': 'True', 'BikeParking': 'True', 'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsTableService': 'True', 'Smoking': ""u'outdoor'"", 'DogsAllowed': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True', 'GoodForKids': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}""}","Sports Bars, American (Traditional), Bars, Nightlife, Restaurants, Chicken Wings","{'Monday': '11:30-23:0', 'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-0:0', 'Saturday': '11:30-0:0', 'Sunday': '12:0-0:0'}"
193603,HeK37yyPEv8I4MJU2dVh4A,WAbar,3 Isabella Street,Toronto,ON,M4Y 1N1,43.6676068,-79.3854904,3.5,17,1,"{'Caters': 'False', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'OutdoorSeating': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'HasTV': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': True, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'loud'"", 'Alcohol': ""u'full_bar'"", 'GoodForDancing': 'True', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'WiFi': ""u'free'""}","Korean, Asian Fusion, Sports Bars, Restaurants, Bars, Lounges, Nightlife","{'Tuesday': '17:30-0:0', 'Wednesday': '17:30-0:0', 'Thursday': '17:30-0:0', 'Friday': '17:30-2:0', 'Saturday': '17:30-2:0', 'Sunday': '17:30-0:0'}"
200080,nQIlXwUSjnXrR5NaDM246Q,Two Dogs Sports Bar,1620 Bayview Avenue,Toronto,ON,M4G 3B7,43.7064024,-79.3757109,3.5,3,1,"{'RestaurantsTakeOut': 'True', 'Alcohol': ""u'full_bar'"", 'HappyHour': 'True', 'Smoking': ""u'no'"", 'WiFi': ""u'free'"", 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'False', 'RestaurantsReservations': 'True', 'HasTV': 'True', 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'True', 'CoatCheck': 'False', 'BikeParking': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False'}","Bars, Nightlife, Event Planning & Services, Venues & Event Spaces, Wedding Planning, American (Traditional), Sports Bars, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '17:30-0:0', 'Wednesday': '17:30-0:0', 'Thursday': '17:30-0:0', 'Friday': '17:30-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-0:0'}"
200809,u0KWFEkp2KCaB0ebmvi4Kw,The Office Pub,117 John Street,Toronto,ON,M5V 2E2,43.6481482,-79.3902307,3.0,126,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""'loud'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'HasTV': 'True', 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'GoodForDancing': 'False', 'Alcohol': ""u'full_bar'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'Caters': 'True', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""'free'"", 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}""}","Karaoke, Sports Bars, Restaurants, Food, Beer, Wine & Spirits, Gastropubs, Bars, Nightlife, Pubs, American (Traditional)","{'Monday': '11:0-2:0', 'Tuesday': '11:0-2:0', 'Wednesday': '11:0-2:0', 'Thursday': '11:0-2:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:0-2:0'}"
202671,qaNt4vtVdge_S68DVjw5Jg,The Queen And Beaver Public House,35 Elm Street,Toronto,ON,M5G 1H1,43.6573125,-79.3832297,4.0,379,1,"{'Caters': 'False', 'HasTV': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'RestaurantsDelivery': 'False', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForDancing': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}""}","Sports Bars, Nightlife, Bars, Pubs, Gastropubs, British, Restaurants","{'Monday': '11:30-0:0', 'Tuesday': '11:30-0:0', 'Wednesday': '11:30-0:0', 'Thursday': '11:30-1:0', 'Friday': '11:30-1:0', 'Saturday': '10:0-1:0', 'Sunday': '10:0-0:0'}"
204326,j2BIk42xD13N0vbTgtJghw,The Hive Esports,49 St. Clair Avenue W,Toronto,ON,M4V 1L3,43.6875123122,-79.3959570676,3.5,5,1,"{'CoatCheck': 'True', 'HappyHour': 'True', 'Smoking': ""u'no'"", 'WheelchairAccessible': 'True', 'WiFi': ""u'free'"", 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'DogsAllowed': 'False', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'""}","Event Planning & Services, Food, Arts & Entertainment, Sports Bars, Arcades, Nightlife, Bars, Internet Cafes, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '16:0-4:0', 'Wednesday': '16:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-2:0', 'Saturday': '11:0-2:0', 'Sunday': '11:30-1:0'}"
204692,ySstX0NiVRC7I_x_j_VZHw,Score on King,107 King Street E,Toronto,ON,M5C 1G6,43.6498379,-79.3739662,4.0,16,1,"{'OutdoorSeating': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'WiFi': ""u'free'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'RestaurantsGoodForGroups': 'True'}","Pubs, Sports Bars, Bars, Nightlife","{'Monday': '11:0-1:0', 'Tuesday': '11:0-1:0', 'Wednesday': '11:0-1:0', 'Thursday': '11:0-1:0', 'Friday': '11:0-2:0', 'Saturday': '10:0-2:0', 'Sunday': '10:0-1:0'}"
206781,GQSmxqRi_s9U9qd5gHLKAw,Duke's Refresher + Bar,"382 Yonge Street, Unit #8",Toronto,ON,M5B 1S8,43.6590440287,-79.3830707247,4.0,185,1,"{'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'loud'"", 'GoodForKids': 'False', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'HappyHour': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'RestaurantsDelivery': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'Caters': 'False', 'RestaurantsTableService': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'OutdoorSeating': 'True', 'DriveThru': 'False', 'HasTV': 'True', 'RestaurantsTakeOut': 'True', 'CoatCheck': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForDancing': 'False'}","American (Traditional), Bars, Nightlife, Breakfast & Brunch, Pubs, Burgers, Restaurants, Sandwiches, Beer Bar, Sports Bars","{'Monday': '0:0-0:0', 'Tuesday': '11:30-2:0', 'Wednesday': '14:0-2:0', 'Thursday': '14:0-2:0', 'Friday': '11:30-2:0', 'Saturday': '12:0-2:0', 'Sunday': '12:0-1:0'}"
